Ticker,Nome,Setor,Subsetor,Segmento,Desc_Bazin,Desc_Graham,Desc_Gordon,Indice_PEG,Preco,DY,LPA,VPA,Risco,Payout,ROE,CAGR_lucros_5anos,Cresc_esperado,Media_Crescimento
AALR3,Alliar,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,0.0,0.0,0.0,-0.04,8.77,0.0,0.0,8.58,0.0881,0.0,-0.25920000000000004,0.0,-0.25920000000000004,-0.25920000000000004
ABCB4,Abc Brasil,Financeiro,Intermediários Financeiros,Bancos,26.26943333333334,0.5032070660103684,2.1339641823727225,-0.31,23.42,0.0673,4.09,24.15,0.0881,0.38537066014669935,0.16949999999999998,0.17800000000000002,0.10417967310513446,0.14108983655256724
ABEV3,Ambev S/A,Consumo não Cíclico,Bebidas,Cervejas e Refrigerantes,12.176533333333333,-0.20717942870894485,2.0976672902137006,0.93,13.43,0.054400000000000004,0.96,5.73,0.0881,0.7610333333333333,0.1671,0.1572,0.03993133,0.098565665
ADHM3,Advanced Digital Health Medicina Preventiva,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,0.0,0.0,0.0,-0.58,1.56,0.0,0.0,0.0,0.0881,0.0,-0.3147,0.0,-0.3147,-0.3147
AERI3,Aeris,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,0.0,0.0,0.0,-0.04,0.82,0.0,0.0,0.66,0.0881,0.0,-0.13419999999999999,0.0,-0.13419999999999999,-0.13419999999999999
AESB3,AES Brasil,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,-0.7610021241353556,0.0,-0.65,11.61,0.0,0.26,7.43,0.0881,0.0,0.0353,0.0,0.0353,0.0353
AFLT3,Afluente T,Utilidade Pública,Energia Elétrica,Energia Elétrica,4.373333333333333,-0.18270556298107854,3.752849198920883,-0.22,8.0,0.032799999999999996,0.49,4.15,0.0881,0.5355102040816326,0.11710000000000001,0.1961,0.05439175510204082,0.1252458775510204
AGRO3,Brasilagro,Consumo não Cíclico,Agropecuária,Agricultura,53.54946666666666,0.2742491123074663,1.4359929675218568,-0.23,25.18,0.1276,2.5,21.4,0.0881,1.2851871999999998,0.1168,0.1522,-0.03330986495999997,0.05944506752000002
AGXY3,Agrogalaxy,Consumo não Cíclico,Agropecuária,Agricultura,0.6588333333333334,0.0,-5.574626865671641,-0.01,2.95,0.0134,0.0,6.0,0.0881,inf,-0.24609999999999999,0.0,0.0,0.0
AHEB3,SPturis,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,0.0,0.30663602810450763,0.0,0.0,15.5,0.0,11.39,1.95,0.0881,0.0,5.8252999999999995,0.0,5.8252999999999995,5.8252999999999995
AHEB5,SPturis,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,0.0,0.25787688427443756,0.0,0.0,16.59,0.0,11.39,1.95,0.0881,0.0,5.8252999999999995,0.0,5.8252999999999995,5.8252999999999995
AHEB6,SPturis,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,0.0,0.23864162569927228,0.0,0.0,17.02,0.0,11.39,1.95,0.0881,0.0,5.8252999999999995,0.0,5.8252999999999995,5.8252999999999995
ALLD3,Allied,Consumo Cíclico,Comércio,Eletrodomésticos,8.04235,0.5910375142387136,3.622479167203177,2.87,7.17,0.0673,0.82,16.66,0.0881,0.5884646341463415,0.049,0.32130000000000003,0.020165232926829264,0.17073261646341464
ALOS3,Allos,Financeiro,Exploração de Imóveis,Exploração de Imóveis,8.632,0.5561643284803617,21.048365425830067,0.0,24.9,0.0208,5.46,25.62,0.0881,0.09485714285714285,0.2132,0.8664000000000001,0.19297645714285713,0.5296882285714286
ALPA3,Alpargatas,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados,0.0,0.0,0.0,0.14,9.33,0.0,0.0,7.89,0.0881,0.0,-0.052199999999999996,0.0,-0.052199999999999996,-0.052199999999999996
ALPA4,Alpargatas,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados,0.0,0.0,0.0,0.13,8.54,0.0,0.0,7.89,0.0881,0.0,-0.052199999999999996,0.0,-0.052199999999999996,-0.052199999999999996
ALPK3,Estapar,Bens Industriais,Serviços,Serviços Diversos,0.0,0.0,0.0,0.27,4.6,0.0,0.0,1.75,0.0881,0.0,-0.2846,0.0,-0.2846,-0.2846
ALSC3,Alianse Shopping Centers,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.0,-0.9392417084151271,inf,0.58,27.75,0.0,0.72,12.64,0.0881,0.0,0.056900000000000006,0.1934,0.056900000000000006,0.12514999999999998
ALUP11,Alupar,Utilidade Pública,Energia Elétrica,Energia Elétrica,29.998666666666672,0.19156987182657081,2.23880081828425,-0.57,29.8,0.0604,2.44,24.75,0.0881,0.737672131147541,0.0987,0.1761,0.025891760655737697,0.10099588032786885
ALUP3,Alupar,Utilidade Pública,Energia Elétrica,Energia Elétrica,10.002666666666668,0.19099551481085206,2.2367532136259283,-0.57,9.92,0.0605,0.81,8.25,0.0881,0.7409382716049383,0.0987,0.1761,0.02556939259259259,0.1008346962962963
ALUP4,Alupar,Utilidade Pública,Energia Elétrica,Energia Elétrica,9.996633333333335,0.18610234252140154,2.2449845162124573,-0.58,9.98,0.0601,0.81,8.25,0.0881,0.7404913580246913,0.0987,0.1761,0.025613502962962963,0.10085675148148149
AMAR3,Lojas Marisa,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,0.0,0.0,0.0,0.0,2.72,0.0,0.0,1.57,0.0881,0.0,-5.540900000000001,0.0,-5.540900000000001,-5.540900000000001
AMBP3,Ambipar,Utilidade Pública,Água e Saneamento,Água e Saneamento,2.2388333333333335,0.0,-8.273684210526316,0.08,14.14,0.0095,0.0,5.92,0.0881,inf,-0.1282,0.0,0.0,0.0
AMER3,Americanas,Consumo Cíclico,Comércio,Produtos Diversos,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0881,0.0,-0.4842,0.0,-0.4842,-0.4842
ANDG3B,,,,,0.0,-1.437894797476479,0.0,-0.78,28.82,0.0,0.48,12.94,0.0881,0.0,0.0371,0.0,0.0371,0.0371
ANDG4B,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.48,12.94,0.0881,0.0,0.0371,0.0,0.0371,0.0371
ANIM3,Anima,Consumo Cíclico,Diversos,Serviços Educacionais,0.0,0.0,0.0,0.26,4.5,0.0,0.0,6.32,0.0881,0.0,-0.0366,0.0,-0.0366,-0.0366
APER3,Alper S.A.,Financeiro,Previdência e Seguros,Corretoras de Seguros e Resseguros,5.413100000000001,-0.25791590312112217,-10.905405405405405,-1.39,43.89,0.0074,1.3,41.62,0.0881,0.24983538461538463,0.031200000000000002,0.0,0.023405136,0.023405136
APTI3,Aliperti,Consumo não Cíclico,Agropecuária,Agricultura,0.0,0.0,0.0,0.0,197.64,0.0,0.0,11460.45,0.0881,0.0,-0.1445,0.0,-0.1445,-0.1445
APTI4,Aliperti,Consumo não Cíclico,Agropecuária,Agricultura,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,11460.45,0.0881,0.0,-0.1445,0.0,-0.1445,-0.1445
ARML3,Armac,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,0.5788333333333333,-1.4273594353910104,-37.30434782608696,0.91,15.1,0.0023,0.49,3.51,0.0881,0.07087755102040816,0.1389,0.0,0.1290551081632653,0.1290551081632653
ARZZ3,Arezzo Co,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,32.171350000000004,-0.308919455310632,3.8563027466879882,-1.13,59.03,0.0327,3.47,26.05,0.0881,0.5562769452449567,0.133,0.2002,0.059015166282420754,0.12960758314121038
ASAI3,Assai,Consumo não Cíclico,Comércio e Distribuição,Alimentos,0.8454,-0.9847039081874663,-23.47222222222222,-0.49,14.09,0.0036,0.7,3.2,0.0881,0.07246285714285715,0.2183,0.0,0.20248135828571429,0.20248135828571429
ATMP3,Atmasa,Bens Industriais,Serviços,Serviços Diversos,0.0,0.0,0.0,0.0,2.89,0.0,43.76,0.0,0.0881,0.0,-69.6953,0.0,-69.6953,-69.6953
ATOM3,Atompar,Outros,Outros,Outros,5.339300000000001,0.0,0.4114896459585839,6.24,2.14,0.1497,0.0,0.77,0.0881,inf,-0.0044,0.0,0.0,0.0
AURA33,Aura 360,Materiais Básicos,Mineração,Minerais Metálicos,31.983216666666667,0.2778161813109743,6.910149750415974,-0.24,31.93,0.0601,3.62,24.0,0.0881,0.5301085635359116,0.1508,0.6875,0.07085962861878452,0.37917981430939224
AURE3,Auren,Utilidade Pública,Energia Elétrica,Energia Elétrica,49.99666666666667,0.475272420559142,0.6108657243816255,0.01,13.25,0.22640000000000002,2.03,13.96,0.0881,1.4777339901477835,0.1452,0.0,-0.06936697536945817,-0.06936697536945817
AVLL3,Alphaville,Consumo Cíclico,Construção Civil,Incorporações,0.0,0.0,0.0,-0.05,5.06,0.0,0.0,0.0,0.0881,0.0,-0.7188,0.0,-0.7188,-0.7188
AZEV3,Azevedo,Bens Industriais,Construção e Engenharia,Construção Pesada,0.0,0.0,0.0,0.01,1.69,0.0,0.0,0.83,0.0881,0.0,-0.3005,0.0,-0.3005,-0.3005
AZEV4,Azevedo,Bens Industriais,Construção e Engenharia,Construção Pesada,0.0,0.0,0.0,0.01,1.65,0.0,0.0,0.83,0.0881,0.0,-0.3005,0.0,-0.3005,-0.3005
AZUL4,Azul,Bens Industriais,Transporte,Transporte Aéreo,0.0,0.0,0.0,0.29,12.55,0.0,0.0,0.0,0.0881,0.0,-0.0574,0.0,-0.0574,-0.0574
B3SA3,B3,Financeiro,Serviços Financeiros Diversos,Serviços Financeiros Diversos,6.979416666666667,-0.7664735263292274,5.6139326785277355,-8.47,13.73,0.0305,0.75,3.58,0.0881,0.5583533333333334,0.2086,0.2663,0.09212749466666666,0.1792137473333333
BAHI3,Bahema,Consumo Cíclico,Diversos,Serviços Educacionais,0.0,0.0,0.0,0.22,7.93,0.0,0.0,1.63,0.0881,0.0,-1.8832,0.0,-1.8832,-1.8832
BALM3,Baumer,Saúde,Equipamentos,Equipamentos,1.8391,0.0,-7.311320754716982,0.25,10.41,0.0106,0.0,15.0,0.0881,inf,-0.0248,0.0,0.0,0.0
BALM4,Baumer,Saúde,Equipamentos,Equipamentos,1.8333333333333337,0.0,-7.009090909090907,0.24,10.0,0.011000000000000001,0.0,15.0,0.0881,inf,-0.0248,0.0,0.0,0.0
BAUH4,Excelsior,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,20.125,0.0,-4.873333333333333,1.13,80.5,0.015,0.0,18.93,0.0881,inf,-0.0287,0.0,0.0,0.0
BAZA3,Amazonia,Financeiro,Intermediários Financeiros,Bancos,88.82856666666667,0.5813430903234187,7.883928006245649,0.92,93.34,0.0571,21.31,103.67,0.0881,0.25010389488503054,0.20559999999999998,0.7928000000000001,0.1541786392116377,0.47348931960581886
BBAS3,Brasil,Financeiro,Intermediários Financeiros,Bancos,76.23971666666667,0.5446166991653097,2.6404293755701684,0.22,55.99,0.0817,11.62,57.82,0.0881,0.39366462994836493,0.201,0.2565,0.12187340938037866,0.18918670469018933
BBDC3,Bradesco,Financeiro,Intermediários Financeiros,Bancos,16.873733333333334,0.33847545997798634,-0.23044692737430167,-0.26,14.14,0.0716,1.3,15.62,0.0881,0.7787876923076923,0.0833,0.0,0.018426985230769233,0.018426985230769233
BBDC4,Bradesco,Financeiro,Intermediários Financeiros,Bancos,18.570533333333334,0.26268551974915594,-0.2461103253182462,-0.29,15.76,0.0707,1.3,15.62,0.0881,0.8571015384615384,0.0833,0.0,0.011903441846153854,0.011903441846153854
BBML3,Bbmlogistica,Bens Industriais,Serviços,Serviços Diversos,0.0,-16938.654559642,0.0,-384.83,3936.42,0.0,0.08,0.03,0.0881,0.0,3.0671,0.011699999999999999,3.0671,1.5393999999999999
BBSE3,BBSeguridade,Financeiro,Previdência e Seguros,Seguradoras,58.09913333333332,-0.5822442978564729,1.4093498941342388,0.25,33.91,0.10279999999999999,3.83,5.33,0.0881,0.9101691906005219,0.718,0.1359,0.06449852114882526,0.10019926057441263
BDLL3,Bardella,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,0.0,0.0,0.0,0.01,11.0,0.0,8.78,0.0,0.0881,0.0,-0.09029999999999999,0.0,-0.09029999999999999,-0.09029999999999999
BDLL4,Bardella,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,0.0,0.0,0.0,0.01,8.27,0.0,8.78,0.0,0.0881,0.0,-0.09029999999999999,0.0,-0.09029999999999999,-0.09029999999999999
BEEF11,Minerva,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,0.0,0.029214962704316838,0.0,-0.11,3.62,0.0,0.6,1.03,0.0881,0.0,0.5814,0.0,0.5814,0.5814
BEEF3,Minerva,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,9.180000000000001,-0.8101654700955417,-0.0796568627450979,-0.2,6.75,0.0816,0.6,1.03,0.0881,0.9180000000000001,0.5814,0.0,0.04767479999999991,0.04767479999999991
BEES3,Banestes,Financeiro,Intermediários Financeiros,Bancos,9.142083333333334,0.27677353853984465,1.9753879539879713,7.14,9.25,0.0593,1.09,6.67,0.0881,0.5032339449541284,0.16329999999999997,0.1549,0.08112189678899082,0.11801094839449541
BEES4,Banestes,Financeiro,Intermediários Financeiros,Bancos,9.139166666666666,0.22047915451267577,2.0516455576633947,7.7,9.97,0.055,1.09,6.67,0.0881,0.5030733944954128,0.16329999999999997,0.1549,0.08114811467889908,0.11802405733944954
BFRE11,,,,,0.0,1.0,0.0,0.0,0.0,0.0,27857.74,302450.49,0.0881,0.0,0.09210000000000002,0.1307,0.09210000000000002,0.11140000000000001
BFRE12,,,,,0.0,1.0,0.0,0.0,0.0,0.0,27857.74,302450.49,0.0881,0.0,0.09210000000000002,0.1307,0.09210000000000002,0.11140000000000001
BGIP3,Banese,Financeiro,Intermediários Financeiros,Bancos,37.400000000000006,0.47362757071659645,-0.07965686274509787,0.08,27.5,0.0816,3.5,34.66,0.0881,0.6411428571428572,0.1009,0.0,0.036208685714285704,0.036208685714285704
BGIP4,Banese,Financeiro,Intermediários Financeiros,Bancos,41.134683333333335,0.49257697817079893,0.053705692803437226,0.07,26.51,0.0931,3.5,34.66,0.0881,0.7051660000000001,0.1009,0.0,0.029748750599999995,0.029748750599999995
BHIA3,Casas Bahia,Consumo Cíclico,Comércio,Eletrodomésticos,0.0,0.0,0.0,0.0,9.54,0.0,0.0,46.63,0.0881,0.0,-0.4032,0.0,-0.4032,-0.4032
BIDI11,Banco Inter,Financeiro,Intermediários Financeiros,Bancos,0.0,0.0,0.0,0.13,10.4,0.0,0.0,9.67,0.0881,0.0,-0.0045000000000000005,0.0,-0.0045000000000000005,-0.0045000000000000005
BIDI3,Banco Inter,Financeiro,Intermediários Financeiros,Bancos,0.0,0.0,0.0,0.12,3.4,0.0,0.0,3.22,0.0881,0.0,-0.0045000000000000005,0.0,-0.0045000000000000005,-0.0045000000000000005
BIDI4,Banco Inter,Financeiro,Intermediários Financeiros,Bancos,0.0,0.0,0.0,0.12,3.41,0.0,0.0,3.22,0.0881,0.0,-0.0045000000000000005,0.0,-0.0045000000000000005,-0.0045000000000000005
BIOM3,Biomm,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,0.0,0.0,0.0,0.38,5.61,0.0,0.0,1.11,0.0881,0.0,-0.8626,0.0,-0.8626,-0.8626
BLAU3,Blau,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,7.0422,0.3046149270823439,-2.027491408934708,8.77,14.52,0.0291,1.76,11.01,0.0881,0.240075,0.1603,0.0,0.12181597749999999,0.12181597749999999
BLUT3,B Tech Eqi,Outros,Outros,Outros,0.0,0.0,0.0,0.2,5.14,0.0,0.0,11.21,0.0881,0.0,-0.0815,0.0,-0.0815,-0.0815
BLUT4,B Tech Eqi,Outros,Outros,Outros,0.0,0.0,0.0,0.06,1.52,0.0,0.0,11.21,0.0881,0.0,-0.0815,0.0,-0.0815,-0.0815
BMEB3,Merc Brasil,Financeiro,Intermediários Financeiros,Bancos,23.974999999999998,0.2841697533025863,3.539117482117564,0.15,21.0,0.06849999999999999,2.74,13.96,0.0881,0.5249999999999999,0.1966,0.3172,0.09338500000000001,0.2052925
BMEB4,Merc Brasil,Financeiro,Intermediários Financeiros,Bancos,26.348466666666667,0.3748415845509254,3.0177441708242823,0.13,18.34,0.0862,2.74,13.96,0.0881,0.5769737226277372,0.1966,0.3172,0.08316696613138687,0.20018348306569342
BMGB4,Banco BMG,Financeiro,Intermediários Financeiros,Bancos,6.262583333333334,0.5674685719045884,4.486169194336675,0.05,3.37,0.1115,0.38,7.1,0.0881,0.9888289473684211,0.053200000000000004,0.78,0.0005942999999999983,0.39029715000000004
BMIN3,Merc Invest,Financeiro,Intermediários Financeiros,Bancos,20.133333333333333,0.4390430899906044,-0.4586092715231789,0.22,20.0,0.0604,1.99,28.39,0.0881,0.6070351758793969,0.07,0.0,0.02750753768844222,0.02750753768844222
BMIN4,Merc Invest,Financeiro,Intermediários Financeiros,Bancos,20.127200000000002,0.5321619370521641,-0.21685082872928169,0.19,16.68,0.0724,1.99,28.39,0.0881,0.6068502512562814,0.07,0.0,0.0275204824120603,0.0275204824120603
BMKS3,Bic Monark,Consumo Cíclico,Viagens e Lazer,Bicicletas,962.9916666666667,0.47617458376058425,1.6885101468083648,-1.81,365.0,0.1583,47.95,450.03,0.0881,1.204994786235662,0.1066,0.2212,-0.02185244421272157,0.09967377789363922
BMOB3,Bemobi Tech,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,3.7178,0.1368280284449635,-4.0632183908045985,-0.76,12.82,0.0174,0.79,12.41,0.0881,0.2823645569620253,0.0635,0.0,0.0455698506329114,0.0455698506329114
BNBR3,Nord Brasil,Financeiro,Intermediários Financeiros,Bancos,59.1525,0.548225571642508,5.551957341656911,0.34,119.5,0.0297,26.16,118.87,0.0881,0.13567087155963303,0.22,0.2582,0.19015240825688073,0.22417620412844036
BOAS3,Boa Vista,Financeiro,Serviços Financeiros Diversos,Serviços Financeiros Diversos,0.0,-0.11565350204183941,inf,5.59,7.95,0.0,0.52,4.34,0.0881,0.0,0.1204,0.7434000000000001,0.1204,0.4319
BOBR3,Bombril,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,0.0,,0.0,0.0,0.0,0.0,0.41,0.0,0.0881,0.0,-1.492,0.0,-1.492,-1.492
BOBR4,Bombril,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,0.0,0.0,0.0,-0.02,2.26,0.0,0.41,0.0,0.0881,0.0,-1.492,0.0,-1.492,-1.492
BPAC11,Btgp Banco,Financeiro,Intermediários Financeiros,Bancos,10.533600000000002,-0.452364725501191,11.900962590415022,0.68,36.96,0.0171,2.31,12.46,0.0881,0.2736,0.18510000000000001,0.33740000000000003,0.13445664,0.23592832000000002
BPAC3,Btgp Banco,Financeiro,Intermediários Financeiros,Bancos,3.5262333333333333,-1.1145580861706388,16.797157652211602,0.99,17.93,0.0118,0.77,4.15,0.0881,0.27477142857142856,0.18510000000000001,0.33740000000000003,0.1342398085714286,0.2358199042857143
BPAC5,Btgp Banco,Financeiro,Intermediários Financeiros,Bancos,3.5175000000000005,-0.10622168702066893,9.284731568715419,0.52,9.38,0.0225,0.77,4.15,0.0881,0.2740909090909091,0.18510000000000001,0.33740000000000003,0.13436577272727274,0.23588288636363638
BPAN4,Banco Pan,Financeiro,Intermediários Financeiros,Bancos,3.5910000000000006,0.001209712704140336,9.536329823458534,-1.93,7.98,0.027000000000000003,0.49,5.79,0.0881,0.4397142857142858,0.08470000000000001,0.414,0.047456200000000004,0.2307281
BPAR3,Banpara,Financeiro,Intermediários Financeiros,Bancos,0.0,0.43474291855412145,0.0,-0.44,182.07,0.0,23.82,193.58,0.0881,0.0,0.12300000000000001,0.0,0.12300000000000001,0.12300000000000001
BPAT33,,,,,0.0,0.5473687822313466,0.0,-0.11,44.05,0.0,6.31,66.71,0.0881,0.0,0.0946,0.0,0.0946,0.0946
BPHA3,,,,,0.0,0.0,0.0,0.0,0.62,0.0,10.4,0.0,0.0881,0.0,-4.025,0.0,-4.025,-4.025
BRAP3,Bradespar,Materiais Básicos,Mineração,Minerais Metálicos,45.80266666666667,0.5688559439337777,0.31171875000000004,-0.06,21.47,0.128,5.4,20.41,0.0881,0.5089185185185184,0.2644,0.0,0.12984194370370375,0.12984194370370375
BRAP4,Bradespar,Materiais Básicos,Mineração,Minerais Metálicos,50.363066666666676,0.5357219107475053,0.3259372609028309,-0.07,23.12,0.1307,5.4,20.41,0.0881,0.5595896296296297,0.2644,0.0,0.11644450192592593,0.11644450192592593
BRBI11,BR Partners,Financeiro,Intermediários Financeiros,Bancos,21.995,-0.0458664844534995,-0.06144578313252999,11.01,15.9,0.083,1.39,7.39,0.0881,0.9494244604316548,0.18780000000000002,0.0,0.009498086330935221,0.009498086330935221
BRBI3,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.46,2.46,0.0881,0.0,0.18780000000000002,0.0,0.18780000000000002,0.18780000000000002
BRBI4,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.46,2.46,0.0881,0.0,0.18780000000000002,0.0,0.18780000000000002,0.18780000000000002
BRFS3,BRF SA,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,0.0,0.0,0.0,-0.03,12.57,0.0,0.0,8.39,0.0881,0.0,-0.2615,0.0,-0.2615,-0.2615
BRGE11,Alfa Consorc,Financeiro,Previdência e Seguros,Seguradoras,4.3924,0.3176629904727587,-2.7172995780590714,-0.44,11.12,0.023700000000000002,0.65,18.16,0.0881,0.40545230769230767,0.0356,0.0,0.021165897846153848,0.021165897846153848
BRGE12,Alfa Consorc,Financeiro,Previdência e Seguros,Seguradoras,0.0,0.34895722382337857,0.0,-0.42,10.61,0.0,0.65,18.16,0.0881,0.0,0.0356,0.0,0.0356,0.0356
BRGE3,Alfa Consorc,Financeiro,Previdência e Seguros,Seguradoras,0.0,0.30661796693724575,0.0,-0.44,11.3,0.0,0.65,18.16,0.0881,0.0,0.0356,0.0,0.0356,0.0356
BRGE5,Alfa Consorc,Financeiro,Previdência e Seguros,Seguradoras,3.6607666666666665,0.33607136303194685,-3.339901477832513,-0.42,10.82,0.0203,0.65,18.16,0.0881,0.33791692307692306,0.0356,0.0,0.02357015753846154,0.02357015753846154
BRGE6,Alfa Consorc,Financeiro,Previdência e Seguros,Seguradoras,8.7848,0.3176629904727587,-0.8586497890295358,-0.44,11.12,0.047400000000000005,0.65,18.16,0.0881,0.8109046153846153,0.0356,0.0,0.006731795692307694,0.006731795692307694
BRGE7,Alfa Consorc,Financeiro,Previdência e Seguros,Seguradoras,5.121466666666667,0.33607136303194685,-2.102112676056338,-0.42,10.82,0.028399999999999998,0.65,18.16,0.0881,0.4727507692307692,0.0356,0.0,0.018770072615384617,0.018770072615384617
BRGE8,Alfa Consorc,Financeiro,Previdência e Seguros,Seguradoras,3.663,0.3188902153100379,-3.4494949494949494,-0.44,11.1,0.019799999999999998,0.65,18.16,0.0881,0.33812307692307686,0.0356,0.0,0.023562818461538463,0.023562818461538463
BRIN3,,,,,5.41575,-0.9956893190418236,-9.6144578313253,-2.2,39.15,0.0083,0.73,23.43,0.0881,0.4451301369863014,0.031200000000000002,0.0,0.017311939726027396,0.017311939726027396
BRIT3,Brisanet,Comunicações,Telecomunicações,Telecomunicações,0.5389999999999999,0.2888409977812405,-7.9897959183673475,0.04,3.3,0.0098,0.29,3.3,0.0881,0.11151724137931034,0.0888,0.0,0.07889726896551726,0.07889726896551726
BRIV3,Alfa Invest,Financeiro,Intermediários Financeiros,Bancos,2.6361999999999997,0.3457612506842402,-3.527590295086865,0.9,10.76,0.0147,0.62,19.39,0.0881,0.25511612903225805,0.032,0.0202,0.023836283870967742,0.02201814193548387
BRIV4,Alfa Invest,Financeiro,Intermediários Financeiros,Bancos,5.167716666666667,0.36947436520404936,-1.2259390413972209,0.87,10.37,0.029900000000000003,0.62,19.39,0.0881,0.5001016129032259,0.032,0.0202,0.015996748387096773,0.018098374193548386
BRKM3,Braskem,Materiais Básicos,Químicos,Petroquímicos,0.0,0.0,0.0,0.01,18.58,0.0,0.0,6.3,0.0881,0.0,-0.9387000000000001,0.0,-0.9387000000000001,-0.9387000000000001
BRKM5,Braskem,Materiais Básicos,Químicos,Petroquímicos,0.0,0.0,0.0,0.01,17.87,0.0,0.0,6.3,0.0881,0.0,-0.9387000000000001,0.0,-0.9387000000000001,-0.9387000000000001
BRKM6,Braskem,Materiais Básicos,Químicos,Petroquímicos,0.0,0.0,0.0,0.01,14.99,0.0,0.0,6.3,0.0881,0.0,-0.9387000000000001,0.0,-0.9387000000000001,-0.9387000000000001
BRML3,BR Malls Par,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.0,0.4189973832082262,0.0,-15.71,8.26,0.0,0.65,13.82,0.0881,0.0,0.047,0.0,0.047,0.047
BRPR3,BR Propert,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.0,0.0,0.0,0.01,131.17,0.0,0.0,2447.95,0.0881,0.0,-0.0955,0.0,-0.0955,-0.0955
BRQB3,Brq,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,0.0,1.0,0.0,0.0,0.0,0.0,0.57,1.56,0.0881,0.0,0.36619999999999997,1.0883,0.36619999999999997,0.72725
BRSR3,Banrisul,Financeiro,Intermediários Financeiros,Bancos,15.291083333333333,0.5975981637186668,-0.3491577335375192,0.41,14.05,0.0653,2.29,23.66,0.0881,0.40063973799126634,0.0969,0.0,0.058078009388646296,0.058078009388646296
BRSR5,Banrisul,Financeiro,Intermediários Financeiros,Bancos,15.5316,0.47043345531374736,-0.7480158730158729,0.54,18.49,0.0504,2.29,23.66,0.0881,0.40694148471615715,0.0969,0.0,0.057467370131004364,0.057467370131004364
BRSR6,Banrisul,Financeiro,Intermediários Financeiros,Bancos,15.288316666666669,0.6096272577569699,-0.30906389301634457,0.4,13.63,0.0673,2.29,23.66,0.0881,0.400567248908297,0.0969,0.0,0.058085033580786025,0.058085033580786025
BSEV3,,,,,0.0,0.0,0.0,-0.06,9.0,0.0,0.88,0.0,0.0881,0.0,-1.0605,0.0,-1.0605,-1.0605
BSLI3,BRB Banco,Financeiro,Intermediários Financeiros,Bancos,0.7583333333333333,-0.09573043108570939,-7.908263836239576,0.96,13.0,0.0034999999999999996,0.92,6.8,0.0881,0.049456521739130434,0.1348,0.0552,0.12813326086956522,0.09166663043478261
BSLI4,BRB Banco,Financeiro,Intermediários Financeiros,Bancos,0.8364999999999999,-0.00722912703647896,-6.4235531968663135,0.88,11.95,0.0042,0.92,6.8,0.0881,0.054554347826086945,0.1348,0.0552,0.1274460739130435,0.09132303695652175
BTTL4,,,,,0.0,-554.1313164723958,0.0,-109.63,11091.73,0.0,2.13,8.33,0.0881,0.0,0.25579999999999997,0.0,0.25579999999999997,0.25579999999999997
CALI3,Const A Lind,Consumo Cíclico,Construção Civil,Incorporações,7.434850000000001,0.3167748228477869,6.385828402131236,0.03,18.51,0.0241,3.78,8.63,0.0881,0.11801349206349207,0.4382,0.2504,0.3864864877777777,0.3184432438888889
CALI4,Const A Lind,Consumo Cíclico,Construção Civil,Incorporações,0.0,-0.8455569345008456,inf,0.07,50.0,0.0,3.78,8.63,0.0881,0.0,0.4382,0.2504,0.4382,0.3443
