Ticker,Nome,Setor,Subsetor,Segmento
GGBR3,Gerdau,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
GGBR4,Gerdau,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
GGPS3,Gps,Bens Industriais,Serviços,Serviços Diversos
GMAT3,Grupo Mateus,Consumo não Cíclico,Comércio e Distribuição,Alimentos
GNDI3,Intermedica,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
GOAU3,Gerdau Met,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
GOAU4,Gerdau Met,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
GOLL3,Gol,Bens Industriais,Transporte,Transporte Aéreo
GOLL4,Gol,Bens Industriais,Transporte,Transporte Aéreo
GPAR3,Celgpar,Utilidade Pública,Energia Elétrica,Energia Elétrica
GPIV33,GP Invest,Financeiro,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
GRAO3,Agribrasil,Consumo não Cíclico,Agropecuária,Agricultura
GRND3,Grendene,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados
GSHP3,Generalshopp,Financeiro,Exploração de Imóveis,Exploração de Imóveis
GUAR3,Guararapes,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
HAGA3,Haga S/A,Bens Industriais,Construção e Engenharia,Produtos para Construção
HAGA4,Haga S/A,Bens Industriais,Construção e Engenharia,Produtos para Construção
HAPV3,Hapvida,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
HBOR3,Helbor,Consumo Cíclico,Construção Civil,Incorporações
HBRE3,Hbr Realty,Financeiro,Exploração de Imóveis,Exploração de Imóveis
HBSA3,Hidrovias,Bens Industriais,Transporte,Transporte Hidroviário
HBTS3,Habitasul,Financeiro,Exploração de Imóveis,Exploração de Imóveis
HBTS5,Habitasul,Financeiro,Exploração de Imóveis,Exploração de Imóveis
HBTS6,Habitasul,Financeiro,Exploração de Imóveis,Exploração de Imóveis
HETA3,Hercules,Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos
HETA4,Hercules,Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos
HMOB3,Hmobi S/A,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
HOOT3,Hoteis Othon,Consumo Cíclico,Hoteis e Restaurantes,Hotelaria
HOOT4,Hoteis Othon,Consumo Cíclico,Hoteis e Restaurantes,Hotelaria
HYPE3,Hypera,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
IFCM3,Infracomm,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
IGBR3,IGB S/A,Financeiro,Exploração de Imóveis,Exploração de Imóveis
IGSN3,Igua SA,Utilidade Pública,Água e Saneamento,Água e Saneamento
IGTI11,Iguatemi SA,Financeiro,Exploração de Imóveis,Exploração de Imóveis
IGTI3,Iguatemi SA,Financeiro,Exploração de Imóveis,Exploração de Imóveis
INEP3,Inepar,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
INEP4,Inepar,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
INNT3,Inter SA,Consumo Cíclico,Construção Civil,Incorporações
INTB3,Intelbras,Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
IRBR3,Irbbrasil Re,Financeiro,Previdência e Seguros,Resseguradoras
ITSA3,Itausa,Financeiro,Intermediários Financeiros,Bancos
ITSA4,Itausa,Financeiro,Intermediários Financeiros,Bancos
ITUB3,ItauUnibanco,Financeiro,Intermediários Financeiros,Bancos
ITUB4,ItauUnibanco,Financeiro,Intermediários Financeiros,Bancos
IVPR3B,Invepar,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
IVPR4B,Invepar,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
JALL3,Jallesmachad,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
JBSS3,JBS,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
JHSF3,JHSF Part,Consumo Cíclico,Construção Civil,Incorporações
JOPA3,Josapar,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
JOPA4,Josapar,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
JSLG3,JSL,Bens Industriais,Transporte,Transporte Rodoviário
KEPL3,Kepler Weber,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
KLAS3,Kallas,Consumo Cíclico,Construção Civil,Incorporações
KLBN11,Klabin S/A,Materiais Básicos,Madeira e Papel,Papel e Celulose
KLBN3,Klabin S/A,Materiais Básicos,Madeira e Papel,Papel e Celulose
KLBN4,Klabin S/A,Materiais Básicos,Madeira e Papel,Papel e Celulose
KRSA3,Kora Saude,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
LAND3,Terrasantapa,Consumo não Cíclico,Agropecuária,Agricultura
LAVV3,Lavvi,Consumo Cíclico,Construção Civil,Incorporações
LCAM3,Locamerica,Consumo Cíclico,Diversos,Aluguel de carros
LEVE3,Metal Leve,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
LIGT3,Light S/A,Utilidade Pública,Energia Elétrica,Energia Elétrica
LIPR3,Eletropar,Utilidade Pública,Energia Elétrica,Energia Elétrica
LJQQ3,Quero-Quero,Consumo Cíclico,Comércio,Produtos Diversos
LLBI3,Le Biscuit,Consumo Cíclico,Comércio,Produtos Diversos
LLBI4,Le Biscuit,Consumo Cíclico,Comércio,Produtos Diversos
LLIS3,Le Lis Blanc,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
LMED3,Lifemed,Saúde,Equipamentos,Equipamentos
LOGG3,Log Com Prop,Financeiro,Exploração de Imóveis,Exploração de Imóveis
LOGN3,Log-In,Bens Industriais,Transporte,Transporte Hidroviário
LPSB3,Lopes Brasil,Financeiro,Exploração de Imóveis,Intermediação Imobiliária
LREN3,Lojas Renner,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
LTEL3B,Litel,Materiais Básicos,Mineração,Minerais Metálicos
LTLA3B,Litela,Materiais Básicos,Mineração,Minerais Metálicos
LUPA3,Lupatech,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços
LUXM3,Trevisa,Bens Industriais,Transporte,Transporte Hidroviário
LUXM4,Trevisa,Bens Industriais,Transporte,Transporte Hidroviário
LVTC3,Wdc Networks,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
LWSA3,Locaweb,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
MAPT3,Cemepe,Outros,Outros,Outros
MAPT4,Cemepe,Outros,Outros,Outros
MATD3,Mater Dei,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
MBLY3,Mobly,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
MDIA3,M.Diasbranco,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
MDNE3,Moura Dubeux,Consumo Cíclico,Construção Civil,Incorporações
MEAL3,Imc S/A,Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares
MEGA3,Omegaenergia,Utilidade Pública,Energia Elétrica,Energia Elétrica
MELK3,Melnick,Consumo Cíclico,Construção Civil,Incorporações
MERC3,Merc Financ,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento
MERC4,Merc Financ,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento
MGEL3,Mangels Indl,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
MGEL4,Mangels Indl,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
MGLU3,Magaz Luiza,Consumo Cíclico,Comércio,Eletrodomésticos
MILS3,Mills,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
MLAS3,Multilaser,Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
MMAQ3,Minasmaquina,Bens Industriais,Comércio,Material de Transporte
MMAQ4,Minasmaquina,Bens Industriais,Comércio,Material de Transporte
MMXM3,MMX Miner,Materiais Básicos,Mineração,Minerais Metálicos
MNDL3,Mundial,Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios
MNPR3,Minupar,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
MNZC3B,Menezes Cort,Financeiro,Exploração de Imóveis,Exploração de Imóveis
MOAR3,Mont Aranha,Financeiro,Holdings Diversificadas,Holdings Diversificadas
MODL11,Modalmais,Financeiro,Intermediários Financeiros,Bancos
MODL3,Modalmais,Financeiro,Intermediários Financeiros,Bancos
MODL4,Modalmais,Financeiro,Intermediários Financeiros,Bancos
MOSI3,Mosaico,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
MOVI3,Movida,Consumo Cíclico,Diversos,Aluguel de carros
MRFG3,Marfrig,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
MRSA3B,Mrs Logist,Bens Industriais,Transporte,Transporte Ferroviário
MRSA5B,Mrs Logist,Bens Industriais,Transporte,Transporte Ferroviário
MRSA6B,Mrs Logist,Bens Industriais,Transporte,Transporte Ferroviário
MRVE3,MRV,Consumo Cíclico,Construção Civil,Incorporações
MSPA3,Melhor SP,Materiais Básicos,Madeira e Papel,Papel e Celulose
MSPA4,Melhor SP,Materiais Básicos,Madeira e Papel,Papel e Celulose
MSRO3,Maestroloc,Consumo Cíclico,Diversos,Aluguel de carros
MTIG3,Metal Iguacu,Materiais Básicos,Embalagens,Embalagens
MTIG4,Metal Iguacu,Materiais Básicos,Embalagens,Embalagens
MTRE3,Mitre Realty,Consumo Cíclico,Construção Civil,Incorporações
MTSA3,Metisa,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
MTSA4,Metisa,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
MULT3,Multiplan,Financeiro,Exploração de Imóveis,Exploração de Imóveis
MWET3,Wetzel S/A,Bens Industriais,Material de Transporte,Material Rodoviário
MWET4,Wetzel S/A,Bens Industriais,Material de Transporte,Material Rodoviário
MYPK3,Iochp-Maxion,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
NEMO3,Suzano Hold,Materiais Básicos,Madeira e Papel,Papel e Celulose
NEMO5,Suzano Hold,Materiais Básicos,Madeira e Papel,Papel e Celulose
NEMO6,Suzano Hold,Materiais Básicos,Madeira e Papel,Papel e Celulose
NEOE3,Neoenergia,Utilidade Pública,Energia Elétrica,Energia Elétrica
NGRD3,Neogrid,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
NINJ3,Getninjas,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
NORD3,Nordon Met,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
NRTQ3,Nortcquimica,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
NTCO3,Grupo Natura,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal
NUTR3,Nutriplant,Materiais Básicos,Químicos,Fertilizantes e Defensivos
ODER3,Oderich,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
ODER4,Oderich,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
ODPV3,Odontoprev,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
OFSA3,Ourofino S/A,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
OIBR3,Oi,Comunicações,Telecomunicações,Telecomunicações
OIBR4,Oi,Comunicações,Telecomunicações,Telecomunicações
ONCO3,Oncoclinicas,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
OPCT3,Oceanpact,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços
OPGM3B,Gama Part,Outros,Outros,Outros
OPSE3B,Sudeste S/A,Outros,Outros,Outros
OPTS3B,Sul 116 Part,Outros,Outros,Outros
ORVR3,Orizon,Utilidade Pública,Água e Saneamento,Água e Saneamento
OSXB3,OSX Brasil,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços
PARD3,Ihpardini,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
PASS3,Compass Gas,Utilidade Pública,Gás,Gás
PASS6,Compass Gas,Utilidade Pública,Gás,Gás
PATI3,Panatlantica,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
PATI4,Panatlantica,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
PCAR3,P.Acucar-Cbd,Consumo não Cíclico,Comércio e Distribuição,Alimentos
PCAR99,P.Acucar-Cbd,Consumo não Cíclico,Comércio e Distribuição,Alimentos
PDGR3,PDG Realt,Consumo Cíclico,Construção Civil,Incorporações
PDTC3,Padtec,Financeiro,Serviços Financeiros Diversos,Serviços Financeiros Diversos
PEAB3,Par Al Bahia,Financeiro,Holdings Diversificadas,Holdings Diversificadas
PEAB4,Par Al Bahia,Financeiro,Holdings Diversificadas,Holdings Diversificadas
PETR3,Petrobras,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
PETR4,Petrobras,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
PETZ3,Petz,Consumo Cíclico,Comércio,Produtos Diversos
PFRM3,Profarma,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
PGMN3,Pague Menos,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
PINE3,Pine,Financeiro,Intermediários Financeiros,Bancos
PINE4,Pine,Financeiro,Intermediários Financeiros,Bancos
PLAS3,Plascar Part,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
PLPL3,Planoeplano,Consumo Cíclico,Construção Civil,Incorporações
PMAM3,Paranapanema,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Cobre
PNVL3,Dimed,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
POMO3,Marcopolo,Bens Industriais,Material de Transporte,Material Rodoviário
POMO4,Marcopolo,Bens Industriais,Material de Transporte,Material Rodoviário
PORT3,Wilson Sons,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
POSI3,Positivo Tec,Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
POWE3,Focus ON,Utilidade Pública,Energia Elétrica,Energia Elétrica
PPAR3,Polpar,Outros,Outros,Outros
PPLA11,Ppla,Financeiro,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
PRIO3,Petrorio,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
PRNR3,Priner,Bens Industriais,Serviços,Serviços Diversos
PRPT3B,Prompt Part,Outros,Outros,Outros
PSSA3,Porto Seguro,Financeiro,Previdência e Seguros,Seguradoras
PTBL3,Portobello,Bens Industriais,Construção e Engenharia,Produtos para Construção
PTCA11,Pratica,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
PTCA3,Pratica,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
PTNT3,Pettenati,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
PTNT4,Pettenati,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
QUAL3,Qualicorp,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
QUSW3,Quality Soft,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
QVQP3B,524 Particip,Outros,Outros,Outros
RADL3,RaiaDrogasil,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
RAIL3,Rumo S.A.,Bens Industriais,Transporte,Transporte Ferroviário
RAIZ4,Raizen,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
RANI3,Irani,Materiais Básicos,Embalagens,Embalagens
RAPT3,Randon Part,Bens Industriais,Material de Transporte,Material Rodoviário
RAPT4,Randon Part,Bens Industriais,Material de Transporte,Material Rodoviário
RBNS11,Rodobens,Bens Industriais,Comércio,Material de Transporte
RCSL3,Recrusul,Bens Industriais,Material de Transporte,Material Rodoviário
RCSL4,Recrusul,Bens Industriais,Material de Transporte,Material Rodoviário
RDNI3,Rni,Consumo Cíclico,Construção Civil,Incorporações
RDOR3,Rede D Or,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
RECV3,Petrorecsa,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
REDE3,Rede Energia,Utilidade Pública,Energia Elétrica,Energia Elétrica
RENT3,Localiza,Consumo Cíclico,Diversos,Aluguel de carros
RNEW11,Renova,Utilidade Pública,Energia Elétrica,Energia Elétrica
RNEW3,Renova,Utilidade Pública,Energia Elétrica,Energia Elétrica
RNEW4,Renova,Utilidade Pública,Energia Elétrica,Energia Elétrica
ROMI3,Inds Romi,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
RPAD3,Alfa Holding,Financeiro,Intermediários Financeiros,Bancos
RPAD5,Alfa Holding,Financeiro,Intermediários Financeiros,Bancos
RPAD6,Alfa Holding,Financeiro,Intermediários Financeiros,Bancos
RPMG3,Pet Manguinh,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
RRRP3,3r Petroleum,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
RSID3,Rossi Resid,Consumo Cíclico,Construção Civil,Incorporações
RSUL3,Riosulense,Bens Industriais,Material de Transporte,Material Rodoviário
RSUL4,Riosulense,Bens Industriais,Material de Transporte,Material Rodoviário
SANB11,Santander BR,Financeiro,Intermediários Financeiros,Bancos
SANB3,Santander BR,Financeiro,Intermediários Financeiros,Bancos
SANB4,Santander BR,Financeiro,Intermediários Financeiros,Bancos
SANB99,Santander BR,Financeiro,Intermediários Financeiros,Bancos
SAPR11,Sanepar,Utilidade Pública,Água e Saneamento,Água e Saneamento
SAPR3,Sanepar,Utilidade Pública,Água e Saneamento,Água e Saneamento
SAPR4,Sanepar,Utilidade Pública,Água e Saneamento,Água e Saneamento
SBFG3,Grupo Sbf,Consumo Cíclico,Comércio,Produtos Diversos
SBSP3,Sabesp,Utilidade Pública,Água e Saneamento,Água e Saneamento
SCAR3,Sao Carlos,Financeiro,Exploração de Imóveis,Exploração de Imóveis
SEER3,Ser Educa,Consumo Cíclico,Diversos,Serviços Educacionais
SEQL3,Sequoia Log,Bens Industriais,Serviços,Serviços Diversos
SGPS3,Springs,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
SHOW3,Time For Fun,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows
SHUL3,Schulz,Bens Industriais,Máquinas e Equipamentos,Motores . Compressores e Outros
SHUL4,Schulz,Bens Industriais,Máquinas e Equipamentos,Motores . Compressores e Outros
SIMH3,Simpar,Financeiro,Holdings Diversificadas,Holdings Diversificadas
SLCE3,SLC Agricola,Consumo não Cíclico,Agropecuária,Agricultura
SLED3,Saraiva Livr,Consumo Cíclico,Comércio,Produtos Diversos
SLED4,Saraiva Livr,Consumo Cíclico,Comércio,Produtos Diversos
SMFT3,Smart Fit,Consumo Cíclico,Viagens e Lazer,Atividades Esportivas
SMTO3,Sao Martinho,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
SNSY3,Sansuy,Materiais Básicos,Materiais Diversos,Materiais Diversos
SNSY5,Sansuy,Materiais Básicos,Materiais Diversos,Materiais Diversos
SNSY6,Sansuy,Materiais Básicos,Materiais Diversos,Materiais Diversos
SOJA3,Boa Safra,Consumo não Cíclico,Agropecuária,Agricultura
SOMA3,Grupo Soma,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
